Current (mA) - Plot 0	Pressure (psi) - Plot 0	Current (mA) - Plot 1	Pressure (psi) - Plot 1	Current (mA) - Plot 2	Pressure (psi) - Plot 2	
-9.5m	-3k					
-9.6m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.6m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.6m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.6m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.5m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.4m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.3m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.2m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9.1m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9.1m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-8.9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-9m	-3k					
-8.9m	-3k					
-9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-9m	-3k					
-8.9m	-3k					
-9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-9m	-3k					
-8.9m	-3k					
-9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.8m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.9m	-3k					
-8.8m	-3k					
-8.9m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.9m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.9m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.8m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.7m	-3k					
-8.6m	-3k					
-8.7m	-3k					
-8.6m	-3k					
-8.7m	-3k					
-8.6m	-3k					
-8.7m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.7m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.6m	-3k					
-8.6m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.4m	-3k					
-8.5m	-3k					
-8.5m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.5m	-3k					
-8.4m	-3k					
-8.5m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.5m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.4m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.3m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.2m	-3k					
-8.2m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8.1m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-7.9m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-8m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-8m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.9m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.8m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.8m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.7m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.6m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.5m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.4m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.2m	-3k					
-7.3m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.2m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7m	-3k					
-7.1m	-3k					
-7m	-3k					
-7.1m	-3k					
-7m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7m	-3k					
-7m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7.1m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
-7m	-3k					
